CLIENT_CODE,AGE,MARITAL_STATUS,GENDER,INCOME,POSTCODE,LASTUPDATE
15838,C,M,M,48000,50450,2020-05-10
15842,E,M,F,72000,80300,2020-04-16
15843,D,M,M,500000,41200,2023-06-30
15851,D,M,F,50000,81100,2020-12-24
15855,E,M,F,100000,81100,2021-07-24
15880,B,S,F,36000,81100,2020-01-28
15883,C,M,M,48000,52000,2021-04-18
15907,C,M,F,36000,68100,2021-02-06
15909,B,S,M,84000,41250,2022-01-13
15921,B,S,M,250000,50450,2022-06-20
15928,D,M,M,50000,41200,2021-10-22
15939,C,S,M,250000,51200,2020-08-21
15941,B,M,F,108000,47400,2021-02-15
15955,E,M,M,120000,10470,2021-04-26
15959,C,M,M,36000,41200,2022-05-25
15971,D,M,M,84000,41400,2021-01-26
15980,B,S,F,48000,50450,2020-01-07
15984,B,S,F,48000,42000,2021-03-20
15987,C,S,M,50000,41200,2021-04-12
16008,D,M,M,100000,42000,2022-10-07
16010,B,S,M,120000,51200,2023-05-28
16053,D,M,F,60000,47400,2022-11-14
16054,B,S,M,72000,81100,2023-05-20
16061,B,M,F,108000,80300,2020-09-28
16069,E,M,M,60000,42000,2021-12-14
16075,D,M,F,60000,41250,2022-01-31
16082,E,D,F,48000,81100,2022-10-22
16091,E,S,M,50000,51200,2021-06-02
16103,B,S,M,36000,10470,2020-11-04
16111,B,S,M,500000,81100,2022-07-14
16119,C,M,M,84000,76300,2020-06-06
16120,B,S,M,108000,41200,2022-11-25
16133,B,S,F,60000,80300,2021-07-14
16133,B,S,F,250000,75000,2021-03-05
16136,D,W,M,48000,51200,2022-03-31
16138,D,M,F,60000,75000,2020-10-08
16148,B,S,F,108000,41400,2021-07-30
16152,C,S,M,60000,75000,2022-12-21
16174,D,M,M,60000,81100,2021-01-19
16175,B,S,M,50000,10470,2022-12-25
16186,B,M,M,48000,10470,2020-10-03
16191,B,S,F,120000,75000,2023-02-26
16192,C,M,F,72000,11500,2022-02-24
16194,D,M,F,108000,51200,2021-09-10
16219,E,M,M,120000,51200,2021-05-26
16226,B,S,F,48000,41400,2022-02-12
16227,B,S,F,60000,51200,2020-03-07
16228,C,M,M,108000,76300,2021-11-03
16241,B,S,M,36000,11500,2023-04-23
16252,E,W,F,72000,41400,2021-10-26
16260,C,M,M,84000,80300,2022-02-21
16270,E,M,M,60000,47400,2022-05-15
16271,E,M,F,48000,75000,2021-11-11
16279,B,M,M,108000,41400,2020-06-22
16291,C,M,M,500000,42000,2021-05-09
16295,D,M,M,48000,50450,2021-01-10
16301,C,S,F,36000,80300,2021-01-06
16312,D,M,M,48000,50450,2022-10-10
16326,C,M,M,100000,50450,2021-08-02
16327,B,S,M,500000,41400,2022-08-08
16351,C,S,M,500000,80300,2021-08-19
16378,C,W,F,120000,51200,2021-06-05
16389,B,S,F,72000,47400,2020-02-06
16391,D,M,M,100000,76300,2021-09-14
16399,B,M,F,60000,52000,2020-05-16
16408,B,S,F,500000,10470,2021-08-07
16412,D,S,F,36000,11500,2020-10-31
16415,C,S,F,500000,41400,2023-02-09
16419,C,S,F,48000,76300,2022-01-21
16437,D,M,F,60000,10470,2022-10-11
16438,C,M,F,48000,50450,2020-09-28
16444,C,M,M,84000,75000,2023-01-13
16467,B,S,M,72000,47400,2022-07-05
16473,E,M,F,500000,52000,2022-06-16
16474,C,M,F,250000,11500,2020-01-01
16476,E,M,F,72000,42000,2020-05-28
16480,E,M,M,50000,11500,2022-09-05
16495,B,S,M,36000,75000,2021-04-09
16497,C,S,F,48000,75000,2020-09-30
16507,B,S,F,48000,41250,2021-04-26
16517,C,S,F,250000,52000,2020-10-25
16519,B,S,F,48000,80300,2022-04-05
16529,B,S,M,500000,76300,2020-06-01
16539,D,M,M,50000,80300,2022-11-29
16542,B,S,M,84000,41400,2021-10-24
16549,E,M,M,120000,41400,2020-12-14
16554,D,M,M,36000,10470,2021-09-25
16564,D,M,F,50000,68100,2021-03-19
16573,B,S,F,250000,11500,2023-05-26
16574,D,M,F,48000,75000,2021-09-25
16584,D,S,M,108000,68100,2020-02-08
16590,B,S,F,36000,41200,2022-11-22
16594,B,M,F,500000,10470,2022-07-12
16595,C,M,M,250000,80300,2021-01-26
16642,B,S,F,108000,50450,2021-06-08
16648,D,M,M,60000,41250,2020-12-23
16677,B,M,F,500000,10470,2022-07-13
16678,B,S,M,108000,76300,2022-08-06
16690,C,S,F,120000,42000,2021-06-08
16691,B,S,F,250000,50450,2020-02-09
16698,E,M,F,60000,11500,2021-02-15
16709,C,D,M,36000,41200,2020-05-13
16750,B,S,M,108000,76300,2021-11-05
16801,B,S,M,120000,10470,2022-09-17
16842,C,M,M,100000,41400,2020-10-19
16856,B,S,M,60000,11500,2020-01-28
16873,C,M,M,48000,76300,2023-03-04
16874,B,S,F,72000,52000,2022-11-20
16879,E,M,F,108000,51200,2020-08-08
16921,B,S,F,48000,11500,2021-12-06
16928,B,S,F,60000,41200,2020-06-30
16938,B,M,F,108000,41400,2023-03-17
16947,B,S,M,120000,81100,2022-03-02
16950,C,M,F,108000,41250,2020-02-06
16958,C,M,M,100000,41250,2020-09-02
16960,C,M,M,60000,81100,2020-07-24
16972,C,S,M,48000,52000,2022-06-14
16977,E,M,M,36000,51200,2020-06-20
16985,B,M,M,250000,80300,2023-04-29
16994,B,M,M,72000,41400,2020-08-26
17003,C,M,F,84000,10470,2021-05-16
17016,D,M,F,250000,47400,2022-01-28
17025,D,M,M,108000,41400,2020-05-30
17026,B,S,F,100000,41250,2021-08-12
17041,B,M,M,72000,80300,2023-05-01
17043,D,M,F,500000,76300,2022-05-23
17049,D,M,F,50000,75000,2020-12-03
17050,B,S,M,48000,52000,2021-11-18
17058,D,M,M,108000,75000,2020-09-11
17061,C,M,F,48000,11500,2022-09-24
17062,B,S,M,48000,47400,2020-04-13
17062,B,S,M,84000,68100,2023-04-03
17073,E,W,F,108000,81100,2021-01-24
17077,B,S,M,120000,47400,2022-06-05
17096,C,M,M,48000,11500,2022-12-11
17097,D,S,F,84000,41400,2022-04-21
17134,C,S,F,48000,76300,2020-06-20
17146,C,M,F,48000,75000,2020-11-07
17147,C,S,M,72000,50450,2020-02-12
17148,B,S,M,60000,52000,2022-03-02
17156,E,M,M,60000,41200,2021-09-15
17162,C,S,M,48000,41400,2023-01-10
17179,D,M,F,48000,10470,2021-12-16
17185,B,S,M,48000,41250,2021-10-24
17215,D,S,F,36000,52000,2020-09-06
17221,B,S,F,72000,51200,2020-01-17
17232,E,M,F,60000,81100,2021-05-29
17234,D,M,M,60000,51200,2022-06-20
17241,C,M,M,36000,52000,2020-12-21
17256,C,S,F,48000,50450,2022-06-05
17258,B,S,M,100000,11500,2022-11-25
17269,B,S,M,36000,41250,2023-02-07
17278,E,M,F,84000,42000,2022-06-12
17281,B,M,M,36000,80300,2022-11-01
17282,B,S,M,72000,68100,2022-12-16
17284,B,S,M,250000,41400,2021-07-12
17303,C,M,M,84000,50450,2023-04-23
17322,B,S,F,500000,68100,2023-05-25
17326,C,M,M,60000,81100,2022-03-17
17328,B,S,F,60000,52000,2022-01-04
17343,D,M,M,48000,51200,2021-01-22
17359,C,M,M,48000,41250,2022-02-05
17372,B,S,M,36000,11500,2021-07-11
17390,E,M,M,36000,11500,2023-03-08
17415,D,M,F,36000,11500,2020-11-01
17422,B,S,F,36000,76300,2021-11-27
17423,B,S,M,36000,81100,2021-01-14
17427,B,S,M,50000,68100,2020-08-07
17433,C,S,M,50000,41400,2020-07-20
17451,B,S,M,60000,50450,2023-06-13
17456,B,S,F,84000,10470,2021-02-21
17459,D,M,M,36000,52000,2022-08-28
17461,B,S,F,48000,81100,2021-09-26
17485,B,S,F,48000,41400,2022-02-25
17490,E,M,M,50000,81100,2023-02-17
17498,C,M,F,48000,68100,2022-04-29
17511,B,S,M,50000,75000,2020-08-09
17513,D,M,F,120000,41250,2021-01-25
17523,C,S,F,36000,50450,2020-02-16
17528,B,S,M,120000,68100,2021-08-05
17567,B,S,M,250000,41250,2022-06-29
17583,D,M,M,48000,75000,2020-07-19
17586,C,M,M,84000,81100,2020-12-08
17592,B,S,M,50000,76300,2023-05-02
17599,B,S,M,72000,50450,2021-05-07
17600,C,M,F,84000,51200,2022-09-10
17609,C,M,F,84000,68100,2020-09-02
17611,B,D,M,250000,10470,2021-09-05
17612,B,S,M,500000,50450,2023-06-14
17615,B,S,F,500000,11500,2021-03-06
17616,B,S,M,60000,47400,2020-09-14
17625,C,M,M,48000,68100,2020-06-16
17640,B,S,M,84000,68100,2020-01-14
17648,C,S,F,100000,41250,2020-01-30
17673,B,M,F,48000,76300,2022-02-12
17674,B,S,M,36000,81100,2022-11-11
17675,C,M,M,48000,81100,2021-04-26
17680,C,M,M,48000,11500,2020-10-05
17681,B,S,F,48000,81100,2021-10-22
17700,B,M,F,120000,76300,2020-03-22
17708,B,S,M,36000,42000,2021-12-26
17720,B,S,F,36000,41250,2020-10-27
17731,C,M,M,48000,68100,2023-03-16
17732,D,M,M,36000,68100,2020-01-13
17738,C,M,F,36000,10470,2021-04-06
17744,D,M,M,60000,41200,2022-02-19
17760,C,M,M,48000,42000,2021-11-05
17764,C,S,M,48000,68100,2021-09-30
17769,B,S,F,50000,51200,2021-08-08
17775,D,M,F,50000,51200,2020-09-01
17786,B,M,F,72000,52000,2021-04-13
17787,B,S,M,48000,11500,2021-06-13
17789,E,M,F,108000,47400,2022-06-05
17799,E,S,M,500000,75000,2020-11-12
17801,B,S,F,108000,76300,2020-08-22
17805,D,S,F,500000,76300,2020-08-23
17807,B,S,F,84000,47400,2023-03-06
17816,B,S,M,100000,10470,2023-05-12
17820,C,M,M,60000,41400,2021-02-15
17821,C,M,F,48000,41250,2020-06-03
17829,B,S,M,72000,11500,2022-02-19
17836,D,M,M,48000,52000,2020-05-22
17857,B,S,M,84000,50450,2022-10-29
17870,D,M,M,108000,50450,2022-02-03
17886,B,S,M,84000,41400,2022-01-04
17900,B,S,M,250000,11500,2020-11-12
17906,B,S,M,108000,41250,2020-11-12
17906,B,S,M,84000,68100,2021-01-29
17922,B,S,F,36000,81100,2023-01-19
17933,C,M,M,108000,10470,2023-06-27
17933,C,M,M,500000,80300,2022-05-04
17934,C,M,F,36000,51200,2022-06-27
17956,B,S,M,36000,41400,2021-09-04
17962,C,M,F,50000,68100,2022-01-02
17976,C,S,F,48000,11500,2020-02-11
17978,D,M,M,60000,52000,2021-03-30
17982,D,M,M,100000,47400,2022-11-08
18007,B,S,F,60000,51200,2021-12-20
18012,B,S,F,72000,11500,2021-06-11
18022,C,M,F,50000,41200,2022-03-30
18037,C,S,F,250000,10470,2020-12-21
18044,C,M,F,250000,41400,2020-12-25
18046,D,M,F,48000,52000,2021-11-02
18049,D,M,M,36000,41400,2023-02-28
18072,D,S,F,48000,11500,2021-11-15
18073,B,M,M,84000,81100,2023-01-24
18082,B,S,M,48000,76300,2022-04-23
18082,B,S,M,108000,41400,2020-09-12
18089,D,M,M,500000,41200,2022-05-04
18094,C,M,M,36000,75000,2022-01-31
18103,D,S,F,500000,76300,2020-08-15
18110,D,M,M,48000,41400,2020-08-14
18113,E,M,M,500000,80300,2023-04-02
18114,B,S,M,48000,68100,2021-12-10
18118,B,S,M,84000,76300,2020-05-16
18119,B,M,F,120000,68100,2020-12-08
18135,C,M,M,108000,41250,2021-12-09
18140,B,M,M,100000,41200,2022-12-14
18143,C,M,F,84000,68100,2020-09-10
18155,C,M,M,36000,42000,2020-03-06
18160,D,S,F,60000,52000,2021-03-25
18166,A,S,M,0,51200,2022-10-13
18173,C,S,F,60000,47400,2022-12-10
18181,C,M,M,120000,68100,2021-03-17
18184,B,S,M,84000,81100,2021-11-24
18187,D,S,F,108000,81100,2021-02-11
18200,B,M,M,36000,68100,2023-05-17
18201,D,M,M,120000,68100,2022-01-05
18209,C,M,M,84000,80300,2022-05-07
18232,C,M,F,72000,50450,2021-10-03
18238,C,M,M,500000,75000,2022-09-08
18245,D,M,M,108000,68100,2020-07-21
18245,D,M,M,48000,41200,2021-03-04
18276,C,M,M,50000,75000,2023-04-06
18298,B,S,M,36000,51200,2021-11-01
18306,B,S,M,36000,42000,2022-01-04
18307,B,S,F,60000,42000,2021-12-15
18317,B,S,M,72000,80300,2020-06-07
18339,B,M,F,500000,41400,2023-01-30
18357,B,S,M,50000,11500,2022-04-02
18361,D,M,M,72000,80300,2020-05-29
18364,B,S,M,100000,47400,2022-08-06
18369,E,S,F,36000,81100,2021-11-20
18376,C,S,M,120000,52000,2022-12-20
18381,E,M,F,250000,80300,2022-07-24
18388,D,M,M,50000,41200,2022-03-28
18392,B,S,M,60000,11500,2020-08-27
18411,C,M,F,120000,52000,2023-05-28
18412,B,M,M,36000,75000,2022-06-08
18414,C,M,M,50000,11500,2020-03-19
18427,B,M,M,48000,51200,2021-05-16
18440,C,S,M,100000,51200,2022-11-04
18450,C,M,M,48000,50450,2022-04-04
18462,B,S,M,48000,50450,2023-05-02
18479,B,M,F,60000,41250,2021-06-09
18491,D,M,F,250000,68100,2021-02-20
18493,E,M,M,500000,75000,2020-09-09
18501,E,M,F,36000,42000,2020-12-11
18502,D,M,F,84000,11500,2021-03-26
18504,B,S,F,500000,47400,2021-10-20
18506,D,M,M,60000,42000,2021-11-04
18525,D,M,M,48000,50450,2020-07-01
18526,C,S,M,48000,50450,2020-10-26
18535,B,M,F,250000,75000,2022-07-17
18542,A,S,F,0,75000,2020-10-17
18544,B,S,M,48000,47400,2021-05-06
18590,C,M,M,72000,68100,2021-12-09
18618,B,M,F,36000,75000,2022-08-19
18625,A,S,M,0,47400,2022-08-01
18645,B,M,M,48000,41200,2023-05-30
18653,D,M,M,60000,76300,2020-03-21
18669,D,M,F,108000,42000,2022-05-06
18677,B,M,M,48000,42000,2021-08-30
18685,E,M,M,108000,76300,2020-09-14
18693,D,M,F,120000,51200,2020-02-25
18707,C,S,F,72000,42000,2022-04-03
18710,B,S,M,250000,76300,2022-12-12
18715,C,M,F,48000,50450,2021-09-06
18750,B,S,M,36000,76300,2020-01-17
18752,B,S,M,108000,41400,2023-04-03
18753,D,M,F,250000,10470,2022-12-11
18754,E,M,F,48000,76300,2020-03-26
18759,B,M,M,120000,75000,2020-10-13
18773,B,S,F,120000,81100,2023-05-26
18786,B,S,F,48000,47400,2023-01-10
18788,B,S,M,48000,80300,2022-11-23
18813,B,M,M,36000,10470,2023-02-04
18815,D,S,M,100000,81100,2022-12-21
18851,B,S,M,250000,76300,2022-07-05
18852,D,M,F,100000,41200,2020-04-10
18852,D,M,F,84000,81100,2022-02-11
18859,C,S,M,48000,47400,2022-01-05
18885,C,M,F,60000,47400,2022-11-14
18896,D,M,M,48000,42000,2020-08-25
18898,C,M,M,36000,76300,2021-09-22
18899,C,M,M,72000,47400,2020-10-11
18903,D,M,M,60000,42000,2023-05-29
18907,B,S,M,48000,76300,2023-03-22
18919,D,M,M,72000,68100,2021-01-15
18920,D,M,F,50000,68100,2020-01-08
18953,B,S,M,108000,52000,2021-03-12
18954,C,S,F,60000,75000,2020-07-06
18957,D,M,F,60000,50450,2021-07-27
18960,C,M,M,48000,11500,2021-04-24
18961,D,M,M,108000,11500,2020-04-17
18962,B,M,F,108000,10470,2022-01-14
18966,B,S,M,48000,41400,2021-11-22
18972,C,M,F,36000,10470,2021-05-23
18977,E,M,F,100000,47400,2020-01-25
18981,B,S,M,48000,80300,2023-02-11
18983,B,S,F,60000,42000,2022-12-05
18991,B,S,M,250000,41200,2021-06-01
18994,D,M,M,60000,42000,2022-07-15
19001,E,M,M,84000,52000,2020-03-18
19007,E,M,F,36000,10470,2023-04-07
19020,B,M,F,48000,41400,2021-03-29
19028,B,S,M,250000,41400,2022-10-19
19041,D,M,F,36000,75000,2021-10-01
19056,B,S,F,108000,11500,2021-07-29
19059,E,M,M,84000,51200,2020-08-02
19065,D,S,M,60000,41200,2021-01-22
19086,E,M,F,60000,68100,2023-01-31
19098,C,M,F,50000,80300,2020-10-19
19102,B,S,F,48000,42000,2021-10-31
19104,E,M,M,60000,76300,2021-11-10
19107,B,M,M,72000,10470,2020-09-01
19108,C,M,M,36000,76300,2021-01-09
19115,C,S,M,36000,41200,2020-12-29
19123,B,M,F,250000,41400,2021-07-02
19125,C,M,F,48000,41400,2020-08-12
19127,C,M,M,84000,81100,2020-03-13
19151,B,S,F,100000,81100,2023-04-18
19154,D,M,F,48000,81100,2021-06-16
19157,E,M,M,108000,41400,2020-07-15
19164,B,S,M,84000,47400,2023-06-13
19167,B,S,F,72000,42000,2021-06-24
19171,B,S,F,48000,80300,2020-06-02
19177,C,M,F,108000,68100,2022-02-24
19194,C,M,M,36000,42000,2022-03-22
19200,C,S,M,36000,41200,2020-03-26
19204,C,S,M,108000,41400,2022-12-01
19209,C,M,M,48000,11500,2022-03-20
19221,C,M,F,108000,75000,2020-05-15
19229,D,M,F,84000,75000,2021-05-08
19246,B,S,F,84000,68100,2020-07-29
19272,D,M,M,120000,42000,2021-09-27
19282,C,M,M,48000,41400,2022-06-25
19283,E,M,M,48000,11500,2020-04-26
19303,E,M,F,84000,51200,2020-12-08
19308,C,M,F,48000,10470,2020-04-06
19351,B,M,M,36000,52000,2023-05-04
19355,B,S,M,36000,41250,2023-03-30
19358,D,M,M,108000,51200,2023-02-17
19364,D,M,M,72000,50450,2021-12-16
19372,C,M,M,48000,10470,2022-09-20
19432,D,M,M,120000,41200,2021-06-25
19455,D,M,M,84000,50450,2021-12-04
19459,B,S,F,50000,68100,2022-12-12
19462,B,S,F,500000,51200,2021-11-21
19471,B,S,M,36000,76300,2023-01-16
19475,B,S,M,50000,47400,2022-09-25
19479,C,S,F,50000,52000,2020-09-25
19509,B,M,M,36000,51200,2020-01-06
19529,D,M,M,120000,80300,2020-06-19
19530,C,M,M,108000,47400,2022-04-16
19536,C,M,M,48000,68100,2020-03-10
19546,E,M,F,60000,50450,2022-04-10
19562,B,S,F,48000,52000,2021-04-24
19565,B,S,F,100000,41250,2022-09-24
19574,C,M,F,60000,52000,2021-09-25
19586,D,M,F,500000,50450,2022-09-15
19602,B,S,M,120000,76300,2020-06-04
19610,B,S,M,500000,41400,2023-06-10
19618,B,M,M,60000,81100,2021-11-11
19646,D,M,M,48000,80300,2020-10-15
19650,B,S,F,48000,10470,2022-11-19
19654,E,M,F,48000,75000,2020-04-22
19657,C,M,F,60000,50450,2023-03-12
19659,B,S,F,60000,42000,2022-07-20
19663,B,M,M,60000,41250,2023-01-02
19670,D,M,F,60000,75000,2021-09-25
19689,B,M,F,72000,81100,2021-03-10
19690,B,M,M,84000,11500,2023-06-23
19721,B,S,F,60000,75000,2020-08-05
19725,B,S,M,60000,10470,2021-09-30
19740,D,M,M,84000,41400,2022-06-23
19777,C,M,M,36000,51200,2023-03-23
19783,D,W,F,36000,52000,2020-08-05
19783,D,W,F,48000,42000,2021-01-17
19784,C,M,M,48000,75000,2021-12-03
19803,B,M,M,36000,76300,2022-07-26
19804,C,M,M,100000,51200,2021-04-17
19808,C,M,M,60000,50450,2020-02-04
19811,D,M,F,120000,68100,2021-06-24
19814,C,M,M,250000,52000,2022-04-25
19817,C,M,F,36000,76300,2022-02-26
19818,C,S,M,48000,11500,2020-04-09
19820,B,S,M,120000,76300,2020-11-08
19834,C,M,M,84000,41250,2020-10-16
19843,B,M,M,120000,41200,2021-08-04
19864,C,S,F,100000,50450,2020-08-06
19896,C,M,M,50000,50450,2021-04-14
19904,C,S,F,36000,41200,2020-07-18
19915,C,S,M,50000,41200,2022-08-02
19922,B,S,M,48000,52000,2022-03-16
19928,C,M,F,500000,68100,2022-03-14
19938,B,S,F,120000,41400,2020-06-20
19960,E,M,M,100000,47400,2021-10-26
19967,D,M,F,100000,41250,2022-10-11
19975,D,S,M,120000,76300,2022-04-27
20003,C,M,M,108000,51200,2021-12-15
20007,B,S,M,36000,81100,2020-03-12
20022,B,S,F,48000,52000,2021-01-02
20028,B,S,F,50000,68100,2021-08-30
20031,B,S,M,84000,80300,2022-07-22
20038,B,S,M,60000,41250,2023-04-22
20042,B,S,M,50000,41250,2022-06-15
20043,C,M,F,60000,81100,2022-09-04
20045,B,S,M,72000,81100,2022-02-09
20053,B,S,M,60000,47400,2022-08-25
20060,C,S,F,60000,47400,2021-02-11
20066,B,S,M,120000,51200,2021-07-16
20067,B,S,F,108000,50450,2020-05-19
20070,B,M,M,500000,11500,2021-06-30
20073,C,M,F,250000,11500,2021-10-18
20076,B,M,F,50000,47400,2021-09-28
20077,B,M,M,50000,50450,2020-01-27
20096,B,S,M,84000,75000,2022-04-19
20103,B,S,F,50000,80300,2020-04-13
20109,D,S,M,500000,81100,2020-12-18
20117,D,M,M,48000,42000,2021-04-26
20120,B,S,M,50000,80300,2023-06-16
20129,B,S,F,108000,81100,2023-03-17
20143,C,M,M,48000,75000,2021-08-22
20145,B,M,M,108000,81100,2022-12-15
20146,B,S,M,36000,10470,2022-02-19
20163,B,S,F,72000,81100,2021-12-27
20171,C,M,M,84000,10470,2021-07-17
20172,B,S,F,36000,76300,2021-02-05
20176,B,S,F,48000,80300,2020-01-22
20183,E,M,F,48000,41200,2022-02-25
20189,D,M,M,100000,51200,2022-09-13
20199,E,M,F,250000,42000,2021-08-08
20203,D,M,M,250000,42000,2020-07-22
20206,B,S,F,250000,41200,2020-12-17
20210,C,M,M,84000,41400,2020-01-28
20225,B,S,M,100000,42000,2023-01-03
20226,D,M,M,100000,10470,2022-03-10
20236,D,M,F,72000,76300,2021-07-07
20238,D,M,M,50000,41400,2021-07-27
20250,B,S,F,50000,76300,2022-04-08
20254,C,M,M,72000,41200,2020-09-19
20264,D,M,M,84000,42000,2021-10-31
20272,C,M,F,108000,10470,2021-06-22
20276,B,S,M,48000,75000,2022-06-03
20281,D,M,M,500000,41400,2020-04-15
20295,B,S,F,100000,51200,2021-12-18
20314,B,S,F,100000,81100,2021-11-16
20320,C,M,M,60000,68100,2023-04-24
20324,E,M,F,48000,11500,2021-10-31
20328,E,M,F,50000,75000,2022-01-27
20333,B,S,M,50000,10470,2020-04-01
20334,B,S,F,72000,41400,2021-05-18
20336,D,M,F,500000,81100,2020-12-13
20341,E,M,F,48000,41200,2022-01-30
20362,C,M,F,120000,10470,2022-09-26
20366,D,M,F,36000,52000,2022-04-20
20375,D,M,F,500000,41400,2022-08-06
20382,B,S,M,84000,80300,2022-04-06
20423,B,S,F,60000,11500,2021-11-13
20441,C,M,F,72000,10470,2021-11-26
20447,C,S,F,120000,52000,2020-07-25
20448,C,S,M,50000,80300,2022-03-27
20455,B,S,M,60000,81100,2023-04-22
20460,B,S,M,48000,41250,2022-12-08
20476,B,S,F,50000,41400,2022-10-16
20480,D,M,F,100000,41200,2022-11-17
20484,B,M,M,48000,42000,2023-02-07
20511,B,S,F,250000,10470,2022-01-05
20515,C,S,F,108000,52000,2022-04-16
20517,C,S,M,60000,11500,2020-06-17
20531,E,M,M,60000,68100,2022-05-10
20534,B,M,F,60000,41250,2020-09-22
20536,D,M,F,60000,68100,2022-12-23
20559,E,M,M,120000,10470,2020-07-03
20560,D,M,M,250000,76300,2022-06-17
20570,C,M,F,100000,50450,2021-06-22
20572,D,M,M,36000,47400,2022-12-07
20586,C,M,M,250000,11500,2020-02-10
20587,B,S,M,48000,47400,2021-04-23
20599,C,M,M,72000,41400,2023-03-11
20603,D,M,F,36000,68100,2022-01-12
20624,B,S,M,36000,11500,2023-04-29
20626,B,M,M,72000,76300,2020-05-02
20636,D,M,F,60000,50450,2021-02-10
20639,C,M,M,84000,47400,2021-10-19
20667,B,S,M,120000,80300,2022-03-05
20670,D,S,M,72000,76300,2021-06-08
20671,E,M,F,36000,41250,2022-10-21
20680,B,M,F,48000,41400,2020-08-08
20696,D,M,M,108000,68100,2021-06-28
20708,E,M,M,120000,81100,2022-07-27
20715,D,M,M,108000,10470,2021-05-08
20717,D,M,F,100000,41200,2020-03-07
20720,C,M,F,36000,10470,2021-02-22
20726,B,S,M,500000,41400,2022-03-23
20737,B,S,M,72000,50450,2021-08-20
20746,C,S,F,50000,68100,2021-04-22
20760,B,S,M,108000,50450,2020-05-04
20765,B,S,F,60000,42000,2021-12-26
20785,C,M,F,100000,76300,2023-01-23
20811,C,M,M,48000,41400,2021-04-19
20813,C,M,M,48000,52000,2021-05-20
20815,C,M,M,250000,52000,2023-06-05
20818,C,M,F,84000,80300,2020-10-18
20819,C,M,M,250000,11500,2023-03-22
20829,D,M,M,48000,42000,2021-01-14
20835,C,M,M,500000,41400,2023-04-13
20838,B,S,F,108000,42000,2022-04-26
20847,B,S,F,84000,80300,2021-08-17
20868,B,S,F,48000,68100,2023-02-01
20869,D,M,F,36000,81100,2021-10-23
20874,B,S,M,250000,81100,2020-02-07
20879,C,S,M,36000,11500,2021-11-22
20890,B,S,F,48000,76300,2022-06-09
20898,B,M,F,100000,52000,2022-08-31
20905,B,S,F,36000,50450,2021-07-23
20922,B,S,F,36000,52000,2021-05-16
20936,C,M,F,50000,52000,2021-08-13
20939,D,M,M,120000,52000,2020-09-09
20947,B,S,F,36000,42000,2020-05-02
20953,C,M,M,48000,81100,2021-03-17
20968,B,S,F,60000,50450,2020-07-06
20979,D,M,F,250000,80300,2021-10-18
20987,D,M,M,48000,41250,2021-04-25
20993,B,S,M,60000,76300,2022-10-10
21008,B,S,M,48000,81100,2020-11-06
21033,B,S,M,36000,42000,2022-03-03
21057,B,M,M,84000,50450,2021-12-11
21061,E,M,F,250000,52000,2021-08-25
21066,C,M,M,48000,42000,2022-05-10
21069,C,M,M,84000,52000,2022-05-27
21070,D,M,F,72000,81100,2022-11-10
21072,B,S,F,48000,41250,2021-07-17
21075,B,S,M,250000,68100,2022-07-26
21089,D,M,M,60000,41250,2021-06-21
21128,D,M,F,120000,81100,2022-09-27
21134,B,M,M,48000,75000,2021-06-03
21147,E,M,F,60000,52000,2021-04-05
21161,C,S,M,50000,75000,2021-02-24
21203,C,M,F,500000,47400,2022-07-01
21213,C,D,F,72000,52000,2020-06-04
21214,C,S,F,48000,10470,2020-08-28
21215,D,M,F,100000,41200,2021-11-09
21220,B,M,M,50000,41400,2020-08-07
21227,E,M,F,108000,11500,2020-03-06
21234,B,S,M,48000,41250,2020-10-19
21243,D,M,M,120000,75000,2020-02-05
21251,B,S,F,100000,52000,2021-05-17
21257,D,M,F,250000,80300,2022-01-13
21262,C,M,F,36000,41200,2023-01-24
21275,B,S,F,48000,51200,2021-02-11
21298,C,M,M,120000,51200,2021-11-04
21299,B,S,F,36000,41250,2020-03-11
21303,D,M,M,120000,80300,2020-12-15
21311,D,M,F,72000,41250,2021-07-15
21315,B,S,F,60000,41400,2022-06-08
21321,B,S,M,72000,75000,2021-03-16
21331,C,M,M,48000,47400,2022-11-24
21349,B,M,F,250000,41400,2023-06-05
21352,E,M,F,60000,42000,2023-04-26
21370,C,M,M,84000,51200,2020-01-10
21378,B,S,M,108000,41400,2022-06-29
21394,C,M,F,60000,41200,2022-11-25
21413,B,S,F,500000,41200,2023-04-20
21419,E,M,M,36000,41200,2022-02-01
21426,E,M,F,48000,42000,2022-07-20
21447,B,S,M,120000,41250,2022-12-30
21467,D,S,F,500000,47400,2020-03-22
21468,B,M,M,48000,76300,2022-08-26
21469,C,S,F,60000,50450,2023-02-12
21476,D,M,F,60000,50450,2022-05-02
21498,B,M,F,36000,50450,2021-03-10
21501,B,S,F,84000,47400,2021-06-05
21527,E,M,F,100000,42000,2021-03-28
21533,B,M,M,48000,10470,2022-12-18
21541,B,M,M,500000,52000,2020-10-26
21549,B,S,M,60000,68100,2020-03-26
21551,C,S,F,60000,51200,2022-12-29
21553,C,M,M,120000,10470,2020-04-21
21555,D,M,M,100000,51200,2022-12-13
21562,E,M,M,36000,50450,2021-11-23
21564,E,M,F,120000,41400,2020-09-13
21580,C,M,F,36000,42000,2022-02-24
