CLIENT_CODE,AGE,MARITAL_STATUS,GENDER,INCOME,POSTCODE,LASTUPDATE,
15287,D,M,F,72000,80300,28/6/2022,
15305,B,S,M,84000,41400,6/5/2020,
15317,D,M,F,100000,41250,24/11/2022,
15339,C,M,F,36000,51200,14/11/2021,
15344,B,S,M,84000,52000,13/12/2022,
15348,D,M,M,100000,51200,22/5/2021,
15353,B,S,F,120000,76300,13/10/2022,
15355,E,M,F,250000,50450,24/3/2023,
15362,C,M,F,84000,68100,31/12/2021,
15365,D,S,M,48000,80300,3/5/2021,
15369,E,M,M,48000,81100,12/8/2020,
15390,B,S,M,60000,80300,17/5/2021,
15393,B,S,M,36000,41250,29/3/2022,
15393,B,S,M,250000,41400,5/2/2023,
15397,B,S,M,72000,47400,22/1/2020,
15404,B,S,M,48000,10470,25/1/2023,
15418,B,M,M,60000,51200,22/4/2021,
15423,B,S,F,60000,11500,7/5/2022,
15438,B,S,M,108000,52000,21/3/2022,
15454,B,S,M,60000,80300,27/11/2021,
15456,D,M,M,50000,41400,13/11/2021,
15477,B,M,F,120000,41200,18/5/2022,
15479,B,S,F,60000,41200,6/11/2020,
15489,B,S,F,100000,51200,16/6/2021,
15492,B,M,M,250000,41400,25/1/2020,
15495,B,S,M,72000,75000,28/10/2022,
15497,D,M,F,120000,11500,11/1/2021,
15507,B,M,F,72000,52000,13/3/2023,
15519,B,S,F,84000,47400,30/1/2021,
15522,B,S,F,36000,76300,10/1/2022,
15522,B,S,F,36000,42000,6/3/2023,
15561,B,S,M,84000,52000,20/2/2020,
15569,C,M,F,108000,47400,31/8/2022,
15570,B,S,M,84000,52000,13/4/2021,
15578,C,S,M,500000,81100,12/6/2022,
15579,D,M,F,48000,11500,7/6/2023,
15584,B,S,F,60000,41250,7/11/2021,
15585,B,M,F,120000,68100,7/5/2023,
15590,B,S,F,84000,41400,14/6/2021,
15595,D,M,F,84000,11500,6/9/2022,
15605,B,S,F,50000,41200,15/11/2020,
15609,D,S,M,84000,81100,1/5/2022,
15612,E,M,F,250000,41200,23/7/2022,
15623,C,M,M,108000,76300,24/5/2022,
15625,C,S,F,108000,80300,20/10/2021,
15627,E,M,F,84000,52000,23/6/2022,
15636,B,S,F,100000,76300,23/9/2021,
15637,C,M,M,108000,81100,17/8/2020,
15638,D,M,M,48000,11500,30/1/2021,
15643,D,M,M,50000,81100,4/1/2020,
15649,C,M,F,36000,11500,19/6/2021,
15651,D,M,F,250000,42000,3/12/2021,
15660,B,S,M,250000,81100,30/1/2020,
15662,B,S,F,500000,75000,15/2/2020,
15667,D,S,M,50000,41200,11/10/2020,
15671,C,M,M,48000,10470,26/6/2020,
15674,B,S,F,108000,10470,2/1/2020,
15684,D,M,M,36000,81100,10/5/2022,
15693,E,M,F,36000,42000,18/11/2020,
15695,B,S,M,120000,68100,17/6/2023,
15700,B,M,M,500000,50450,13/6/2021,
15716,B,S,M,48000,51200,27/4/2022,
15730,D,D,F,72000,68100,24/10/2020,
15741,D,S,M,108000,47400,23/2/2023,
15742,C,M,M,108000,41400,16/10/2021,
15744,C,M,M,36000,76300,22/3/2021,
15747,B,M,M,48000,11500,12/6/2023,
15750,C,M,F,48000,41400,9/4/2021,
15759,B,M,M,48000,11500,5/7/2022,
15773,A,S,M,0,47400,1/1/2022,
15776,C,S,M,50000,80300,13/11/2022,
15778,D,M,F,60000,47400,8/8/2022,
15779,E,M,M,72000,41200,2/3/2021,
15790,B,S,M,84000,47400,18/5/2020,
15790,B,S,M,48000,41200,6/5/2020,
15790,B,S,M,48000,80300,14/2/2021,
15793,C,S,F,72000,68100,26/5/2023,
15807,C,M,M,100000,50450,4/8/2020,
15814,B,S,M,60000,42000,5/6/2023,
15816,B,S,M,60000,75000,31/3/2022,
15825,B,S,M,60000,75000,28/7/2021,
15827,B,S,F,60000,80300,23/2/2021,
15830,B,S,M,48000,41400,13/9/2020,
15835,B,S,F,36000,41400,8/3/2020,
15838,C,M,M,48000,50450,10/5/2020,
15842,E,M,F,72000,80300,16/4/2020,
15843,D,M,M,500000,41200,30/6/2023,
15851,D,M,F,50000,81100,24/12/2020,
15855,E,M,F,100000,81100,24/7/2021,
15880,B,S,F,36000,81100,28/1/2020,
15883,C,M,M,48000,52000,18/4/2021,
15907,C,M,F,36000,68100,6/2/2021,
15909,B,S,M,84000,41250,13/1/2022,
15921,B,S,M,250000,50450,20/6/2022,
15928,D,M,M,50000,41200,22/10/2021,
15939,C,S,M,250000,51200,21/8/2020,
15941,B,M,F,108000,47400,15/2/2021,
15955,E,M,M,120000,10470,26/4/2021,
15959,C,M,M,36000,41200,25/5/2022,
15971,D,M,M,84000,41400,26/1/2021,
15980,B,S,F,48000,50450,7/1/2020,
15984,B,S,F,48000,42000,20/3/2021,
15987,C,S,M,50000,41200,12/4/2021,
16008,D,M,M,100000,42000,7/10/2022,
16010,B,S,M,120000,51200,28/5/2023,
16053,D,M,F,60000,47400,14/11/2022,
16054,B,S,M,72000,81100,20/5/2023,
16061,B,M,F,108000,80300,28/9/2020,
16069,E,M,M,60000,42000,14/12/2021,
16075,D,M,F,60000,41250,31/1/2022,
16082,E,D,F,48000,81100,22/10/2022,
16091,E,S,M,50000,51200,2/6/2021,
16103,B,S,M,36000,10470,4/11/2020,
16111,B,S,M,500000,81100,14/7/2022,
16119,C,M,M,84000,76300,6/6/2020,
16120,B,S,M,108000,41200,25/11/2022,
16133,B,S,F,60000,80300,14/7/2021,
16133,B,S,F,250000,75000,5/3/2021,
16136,D,W,M,48000,51200,31/3/2022,
16138,D,M,F,60000,75000,8/10/2020,
16148,B,S,F,108000,41400,30/7/2021,
16152,C,S,M,60000,75000,21/12/2022,
16174,D,M,M,60000,81100,19/1/2021,
16175,B,S,M,50000,10470,25/12/2022,
16186,B,M,M,48000,10470,3/10/2020,
16191,B,S,F,120000,75000,26/2/2023,
16192,C,M,F,72000,11500,24/2/2022,
16194,D,M,F,108000,51200,10/9/2021,
16219,E,M,M,120000,51200,26/5/2021,
16226,B,S,F,48000,41400,12/2/2022,
16227,B,S,F,60000,51200,7/3/2020,
16228,C,M,M,108000,76300,3/11/2021,
16241,B,S,M,36000,11500,23/4/2023,
16252,E,W,F,72000,41400,26/10/2021,
16260,C,M,M,84000,80300,21/2/2022,
16270,E,M,M,60000,47400,15/5/2022,
16271,E,M,F,48000,75000,11/11/2021,
16279,B,M,M,108000,41400,22/6/2020,
16291,C,M,M,500000,42000,9/5/2021,
16295,D,M,M,48000,50450,10/1/2021,
16301,C,S,F,36000,80300,6/1/2021,
16312,D,M,M,48000,50450,10/10/2022,
16326,C,M,M,100000,50450,2/8/2021,
16327,B,S,M,500000,41400,8/8/2022,
16351,C,S,M,500000,80300,19/8/2021,
16378,C,W,F,120000,51200,5/6/2021,
16389,B,S,F,72000,47400,6/2/2020,
16391,D,M,M,100000,76300,14/9/2021,
16399,B,M,F,60000,52000,16/5/2020,
16408,B,S,F,500000,10470,7/8/2021,
16412,D,S,F,36000,11500,31/10/2020,
16415,C,S,F,500000,41400,9/2/2023,
16419,C,S,F,48000,76300,21/1/2022,
16437,D,M,F,60000,10470,11/10/2022,
16438,C,M,F,48000,50450,28/9/2020,
16444,C,M,M,84000,75000,13/1/2023,
16467,B,S,M,72000,47400,5/7/2022,
16473,E,M,F,500000,52000,16/6/2022,
16474,C,M,F,250000,11500,1/1/2020,
16476,E,M,F,72000,42000,28/5/2020,
16480,E,M,M,50000,11500,5/9/2022,
16495,B,S,M,36000,75000,9/4/2021,
16497,C,S,F,48000,75000,30/9/2020,
16507,B,S,F,48000,41250,26/4/2021,
16517,C,S,F,250000,52000,25/10/2020,
16519,B,S,F,48000,80300,5/4/2022,
16529,B,S,M,500000,76300,1/6/2020,
16539,D,M,M,50000,80300,29/11/2022,
16542,B,S,M,84000,41400,24/10/2021,
16549,E,M,M,120000,41400,14/12/2020,
16554,D,M,M,36000,10470,25/9/2021,
16564,D,M,F,50000,68100,19/3/2021,
16573,B,S,F,250000,11500,26/5/2023,
16574,D,M,F,48000,75000,25/9/2021,
16584,D,S,M,108000,68100,8/2/2020,
16590,B,S,F,36000,41200,22/11/2022,
16594,B,M,F,500000,10470,12/7/2022,
16595,C,M,M,250000,80300,26/1/2021,
16642,B,S,F,108000,50450,8/6/2021,
16648,D,M,M,60000,41250,23/12/2020,
16677,B,M,F,500000,10470,13/7/2022,
16678,B,S,M,108000,76300,6/8/2022,
16690,C,S,F,120000,42000,8/6/2021,
16691,B,S,F,250000,50450,9/2/2020,
16698,E,M,F,60000,11500,15/2/2021,
16709,C,D,M,36000,41200,13/5/2020,
16750,B,S,M,108000,76300,5/11/2021,
16801,B,S,M,120000,10470,17/9/2022,
16842,C,M,M,100000,41400,19/10/2020,
16856,B,S,M,60000,11500,28/1/2020,
16873,C,M,M,48000,76300,4/3/2023,
16874,B,S,F,72000,52000,20/11/2022,
16879,E,M,F,108000,51200,8/8/2020,
16921,B,S,F,48000,11500,6/12/2021,
16928,B,S,F,60000,41200,30/6/2020,
16938,B,M,F,108000,41400,17/3/2023,
16947,B,S,M,120000,81100,2/3/2022,
16950,C,M,F,108000,41250,6/2/2020,
16958,C,M,M,100000,41250,2/9/2020,
16960,C,M,M,60000,81100,24/7/2020,
16972,C,S,M,48000,52000,14/6/2022,
16977,E,M,M,36000,51200,20/6/2020,
16985,B,M,M,250000,80300,29/4/2023,
16994,B,M,M,72000,41400,26/8/2020,
17003,C,M,F,84000,10470,16/5/2021,
17016,D,M,F,250000,47400,28/1/2022,
17025,D,M,M,108000,41400,30/5/2020,
17026,B,S,F,100000,41250,12/8/2021,
17041,B,M,M,72000,80300,1/5/2023,
17043,D,M,F,500000,76300,23/5/2022,
17049,D,M,F,50000,75000,3/12/2020,
17050,B,S,M,48000,52000,18/11/2021,
17058,D,M,M,108000,75000,11/9/2020,
17061,C,M,F,48000,11500,24/9/2022,
17062,B,S,M,48000,47400,13/4/2020,
17062,B,S,M,84000,68100,3/4/2023,
17073,E,W,F,108000,81100,24/1/2021,
17077,B,S,M,120000,47400,5/6/2022,
17096,C,M,M,48000,11500,11/12/2022,
17097,D,S,F,84000,41400,21/4/2022,
17134,C,S,F,48000,76300,20/6/2020,
17146,C,M,F,48000,75000,7/11/2020,
17147,C,S,M,72000,50450,12/2/2020,
17148,B,S,M,60000,52000,2/3/2022,
17156,E,M,M,60000,41200,15/9/2021,
17162,C,S,M,48000,41400,10/1/2023,
17179,D,M,F,48000,10470,16/12/2021,
17185,B,S,M,48000,41250,24/10/2021,
17215,D,S,F,36000,52000,6/9/2020,
17221,B,S,F,72000,51200,17/1/2020,
17232,E,M,F,60000,81100,29/5/2021,
17234,D,M,M,60000,51200,20/6/2022,
17241,C,M,M,36000,52000,21/12/2020,
17256,C,S,F,48000,50450,5/6/2022,
17258,B,S,M,100000,11500,25/11/2022,
17269,B,S,M,36000,41250,7/2/2023,
17278,E,M,F,84000,42000,12/6/2022,
17281,B,M,M,36000,80300,1/11/2022,
17282,B,S,M,72000,68100,16/12/2022,
17284,B,S,M,250000,41400,12/7/2021,
17303,C,M,M,84000,50450,23/4/2023,
17322,B,S,F,500000,68100,25/5/2023,
17326,C,M,M,60000,81100,17/3/2022,
17328,B,S,F,60000,52000,4/1/2022,
17343,D,M,M,48000,51200,22/1/2021,
17359,C,M,M,48000,41250,5/2/2022,
17372,B,S,M,36000,11500,11/7/2021,
17390,E,M,M,36000,11500,8/3/2023,
17415,D,M,F,36000,11500,1/11/2020,
17422,B,S,F,36000,76300,27/11/2021,
17423,B,S,M,36000,81100,14/1/2021,
17427,B,S,M,50000,68100,7/8/2020,
17433,C,S,M,50000,41400,20/7/2020,
17451,B,S,M,60000,50450,13/6/2023,
17456,B,S,F,84000,10470,21/2/2021,
17459,D,M,M,36000,52000,28/8/2022,
17461,B,S,F,48000,81100,26/9/2021,
17485,B,S,F,48000,41400,25/2/2022,
17490,E,M,M,50000,81100,17/2/2023,
17498,C,M,F,48000,68100,29/4/2022,
17511,B,S,M,50000,75000,9/8/2020,
17513,D,M,F,120000,41250,25/1/2021,
17523,C,S,F,36000,50450,16/2/2020,
17528,B,S,M,120000,68100,5/8/2021,
17567,B,S,M,250000,41250,29/6/2022,
17583,D,M,M,48000,75000,19/7/2020,
17586,C,M,M,84000,81100,8/12/2020,
17592,B,S,M,50000,76300,2/5/2023,
17599,B,S,M,72000,50450,7/5/2021,
17600,C,M,F,84000,51200,10/9/2022,
17609,C,M,F,84000,68100,2/9/2020,
17611,B,D,M,250000,10470,5/9/2021,
17612,B,S,M,500000,50450,14/6/2023,
17615,B,S,F,500000,11500,6/3/2021,
17616,B,S,M,60000,47400,14/9/2020,
17625,C,M,M,48000,68100,16/6/2020,
17640,B,S,M,84000,68100,14/1/2020,
17648,C,S,F,100000,41250,30/1/2020,
17673,B,M,F,48000,76300,12/2/2022,
17674,B,S,M,36000,81100,11/11/2022,
17675,C,M,M,48000,81100,26/4/2021,
17680,C,M,M,48000,11500,5/10/2020,
17681,B,S,F,48000,81100,22/10/2021,
17700,B,M,F,120000,76300,22/3/2020,
17708,B,S,M,36000,42000,26/12/2021,
17720,B,S,F,36000,41250,27/10/2020,
17731,C,M,M,48000,68100,16/3/2023,
17732,D,M,M,36000,68100,13/1/2020,
17738,C,M,F,36000,10470,6/4/2021,
17744,D,M,M,60000,41200,19/2/2022,
17760,C,M,M,48000,42000,5/11/2021,
17764,C,S,M,48000,68100,30/9/2021,
17769,B,S,F,50000,51200,8/8/2021,
17775,D,M,F,50000,51200,1/9/2020,
17786,B,M,F,72000,52000,13/4/2021,
17787,B,S,M,48000,11500,13/6/2021,
17789,E,M,F,108000,47400,5/6/2022,
17799,E,S,M,500000,75000,12/11/2020,
17801,B,S,F,108000,76300,22/8/2020,
17805,D,S,F,500000,76300,23/8/2020,
17807,B,S,F,84000,47400,6/3/2023,
17816,B,S,M,100000,10470,12/5/2023,
17820,C,M,M,60000,41400,15/2/2021,
17821,C,M,F,48000,41250,3/6/2020,
17829,B,S,M,72000,11500,19/2/2022,
17836,D,M,M,48000,52000,22/5/2020,
17857,B,S,M,84000,50450,29/10/2022,
17870,D,M,M,108000,50450,3/2/2022,
17886,B,S,M,84000,41400,4/1/2022,
17900,B,S,M,250000,11500,12/11/2020,
17906,B,S,M,108000,41250,12/11/2020,
17906,B,S,M,84000,68100,29/1/2021,
17922,B,S,F,36000,81100,19/1/2023,
17933,C,M,M,108000,10470,27/6/2023,
17933,C,M,M,500000,80300,4/5/2022,
17934,C,M,F,36000,51200,27/6/2022,
17956,B,S,M,36000,41400,4/9/2021,
17962,C,M,F,50000,68100,2/1/2022,
17976,C,S,F,48000,11500,11/2/2020,
17978,D,M,M,60000,52000,30/3/2021,
17982,D,M,M,100000,47400,8/11/2022,
18007,B,S,F,60000,51200,20/12/2021,
18012,B,S,F,72000,11500,11/6/2021,
18022,C,M,F,50000,41200,30/3/2022,
18037,C,S,F,250000,10470,21/12/2020,
18044,C,M,F,250000,41400,25/12/2020,
18046,D,M,F,48000,52000,2/11/2021,
18049,D,M,M,36000,41400,28/2/2023,
18072,D,S,F,48000,11500,15/11/2021,
18073,B,M,M,84000,81100,24/1/2023,
18082,B,S,M,48000,76300,23/4/2022,
18082,B,S,M,108000,41400,12/9/2020,
18089,D,M,M,500000,41200,4/5/2022,
18094,C,M,M,36000,75000,31/1/2022,
18103,D,S,F,500000,76300,15/8/2020,
18110,D,M,M,48000,41400,14/8/2020,
18113,E,M,M,500000,80300,2/4/2023,
18114,B,S,M,48000,68100,10/12/2021,
18118,B,S,M,84000,76300,16/5/2020,
18119,B,M,F,120000,68100,8/12/2020,
18135,C,M,M,108000,41250,9/12/2021,
18140,B,M,M,100000,41200,14/12/2022,
18143,C,M,F,84000,68100,10/9/2020,
18155,C,M,M,36000,42000,6/3/2020,
18160,D,S,F,60000,52000,25/3/2021,
18166,A,S,M,0,51200,13/10/2022,
18173,C,S,F,60000,47400,10/12/2022,
18181,C,M,M,120000,68100,17/3/2021,
18184,B,S,M,84000,81100,24/11/2021,
18187,D,S,F,108000,81100,11/2/2021,
18200,B,M,M,36000,68100,17/5/2023,
18201,D,M,M,120000,68100,5/1/2022,
18209,C,M,M,84000,80300,7/5/2022,
18232,C,M,F,72000,50450,3/10/2021,
18238,C,M,M,500000,75000,8/9/2022,
18245,D,M,M,108000,68100,21/7/2020,
18245,D,M,M,48000,41200,4/3/2021,
18276,C,M,M,50000,75000,6/4/2023,
18298,B,S,M,36000,51200,1/11/2021,
18306,B,S,M,36000,42000,4/1/2022,
18307,B,S,F,60000,42000,15/12/2021,
18317,B,S,M,72000,80300,7/6/2020,
18339,B,M,F,500000,41400,30/1/2023,
18357,B,S,M,50000,11500,2/4/2022,
18361,D,M,M,72000,80300,29/5/2020,
18364,B,S,M,100000,47400,6/8/2022,
18369,E,S,F,36000,81100,20/11/2021,
18376,C,S,M,120000,52000,20/12/2022,
18381,E,M,F,250000,80300,24/7/2022,
18388,D,M,M,50000,41200,28/3/2022,
18392,B,S,M,60000,11500,27/8/2020,
18411,C,M,F,120000,52000,28/5/2023,
18412,B,M,M,36000,75000,8/6/2022,
18414,C,M,M,50000,11500,19/3/2020,
18427,B,M,M,48000,51200,16/5/2021,
18440,C,S,M,100000,51200,4/11/2022,
18450,C,M,M,48000,50450,4/4/2022,
18462,B,S,M,48000,50450,2/5/2023,
18479,B,M,F,60000,41250,9/6/2021,
18491,D,M,F,250000,68100,20/2/2021,
18493,E,M,M,500000,75000,9/9/2020,
18501,E,M,F,36000,42000,11/12/2020,
18502,D,M,F,84000,11500,26/3/2021,
18504,B,S,F,500000,47400,20/10/2021,
18506,D,M,M,60000,42000,4/11/2021,
18525,D,M,M,48000,50450,1/7/2020,
18526,C,S,M,48000,50450,26/10/2020,
18535,B,M,F,250000,75000,17/7/2022,
18542,A,S,F,0,75000,17/10/2020,
18544,B,S,M,48000,47400,6/5/2021,
18590,C,M,M,72000,68100,9/12/2021,
18618,B,M,F,36000,75000,19/8/2022,
18625,A,S,M,0,47400,1/8/2022,
18645,B,M,M,48000,41200,30/5/2023,
18653,D,M,M,60000,76300,21/3/2020,
18669,D,M,F,108000,42000,6/5/2022,
18677,B,M,M,48000,42000,30/8/2021,
18685,E,M,M,108000,76300,14/9/2020,
18693,D,M,F,120000,51200,25/2/2020,
18707,C,S,F,72000,42000,3/4/2022,
18710,B,S,M,250000,76300,12/12/2022,
18715,C,M,F,48000,50450,6/9/2021,
18750,B,S,M,36000,76300,17/1/2020,
18752,B,S,M,108000,41400,3/4/2023,
18753,D,M,F,250000,10470,11/12/2022,
18754,E,M,F,48000,76300,26/3/2020,
18759,B,M,M,120000,75000,13/10/2020,
18773,B,S,F,120000,81100,26/5/2023,
18786,B,S,F,48000,47400,10/1/2023,
18788,B,S,M,48000,80300,23/11/2022,
18813,B,M,M,36000,10470,4/2/2023,
18815,D,S,M,100000,81100,21/12/2022,
18851,B,S,M,250000,76300,5/7/2022,
18852,D,M,F,100000,41200,10/4/2020,
18852,D,M,F,84000,81100,11/2/2022,
18859,C,S,M,48000,47400,5/1/2022,
18885,C,M,F,60000,47400,14/11/2022,
18896,D,M,M,48000,42000,25/8/2020,
18898,C,M,M,36000,76300,22/9/2021,
18899,C,M,M,72000,47400,11/10/2020,
18903,D,M,M,60000,42000,29/5/2023,
18907,B,S,M,48000,76300,22/3/2023,
18919,D,M,M,72000,68100,15/1/2021,
18920,D,M,F,50000,68100,8/1/2020,
18953,B,S,M,108000,52000,12/3/2021,
18954,C,S,F,60000,75000,6/7/2020,
18957,D,M,F,60000,50450,27/7/2021,
18960,C,M,M,48000,11500,24/4/2021,
18961,D,M,M,108000,11500,17/4/2020,
18962,B,M,F,108000,10470,14/1/2022,
18966,B,S,M,48000,41400,22/11/2021,
18972,C,M,F,36000,10470,23/5/2021,
18977,E,M,F,100000,47400,25/1/2020,
18981,B,S,M,48000,80300,11/2/2023,
18983,B,S,F,60000,42000,5/12/2022,
18991,B,S,M,250000,41200,1/6/2021,
18994,D,M,M,60000,42000,15/7/2022,
19001,E,M,M,84000,52000,18/3/2020,
19007,E,M,F,36000,10470,7/4/2023,
19020,B,M,F,48000,41400,29/3/2021,
19028,B,S,M,250000,41400,19/10/2022,
19041,D,M,F,36000,75000,1/10/2021,
19056,B,S,F,108000,11500,29/7/2021,
19059,E,M,M,84000,51200,2/8/2020,
19065,D,S,M,60000,41200,22/1/2021,
19086,E,M,F,60000,68100,31/1/2023,
19098,C,M,F,50000,80300,19/10/2020,
19102,B,S,F,48000,42000,31/10/2021,
19104,E,M,M,60000,76300,10/11/2021,
19107,B,M,M,72000,10470,1/9/2020,
19108,C,M,M,36000,76300,9/1/2021,
19115,C,S,M,36000,41200,29/12/2020,
19123,B,M,F,250000,41400,2/7/2021,
19125,C,M,F,48000,41400,12/8/2020,
19127,C,M,M,84000,81100,13/3/2020,
19151,B,S,F,100000,81100,18/4/2023,
19154,D,M,F,48000,81100,16/6/2021,
19157,E,M,M,108000,41400,15/7/2020,
19164,B,S,M,84000,47400,13/6/2023,
19167,B,S,F,72000,42000,24/6/2021,
19171,B,S,F,48000,80300,2/6/2020,
19177,C,M,F,108000,68100,24/2/2022,
19194,C,M,M,36000,42000,22/3/2022,
19200,C,S,M,36000,41200,26/3/2020,
19204,C,S,M,108000,41400,1/12/2022,
19209,C,M,M,48000,11500,20/3/2022,
19221,C,M,F,108000,75000,15/5/2020,
19229,D,M,F,84000,75000,8/5/2021,
19246,B,S,F,84000,68100,29/7/2020,
19272,D,M,M,120000,42000,27/9/2021,
19282,C,M,M,48000,41400,25/6/2022,
19283,E,M,M,48000,11500,26/4/2020,
19303,E,M,F,84000,51200,8/12/2020,
19308,C,M,F,48000,10470,6/4/2020,
19351,B,M,M,36000,52000,4/5/2023,
19355,B,S,M,36000,41250,30/3/2023,
19358,D,M,M,108000,51200,17/2/2023,
19364,D,M,M,72000,50450,16/12/2021,
19372,C,M,M,48000,10470,20/9/2022,
19432,D,M,M,120000,41200,25/6/2021,
19455,D,M,M,84000,50450,4/12/2021,
19459,B,S,F,50000,68100,12/12/2022,
19462,B,S,F,500000,51200,21/11/2021,
19471,B,S,M,36000,76300,16/1/2023,
19475,B,S,M,50000,47400,25/9/2022,
19479,C,S,F,50000,52000,25/9/2020,
19509,B,M,M,36000,51200,6/1/2020,
19529,D,M,M,120000,80300,19/6/2020,
19530,C,M,M,108000,47400,16/4/2022,
19536,C,M,M,48000,68100,10/3/2020,
19546,E,M,F,60000,50450,10/4/2022,
19562,B,S,F,48000,52000,24/4/2021,
19565,B,S,F,100000,41250,24/9/2022,
19574,C,M,F,60000,52000,25/9/2021,
19586,D,M,F,500000,50450,15/9/2022,
19602,B,S,M,120000,76300,4/6/2020,
19610,B,S,M,500000,41400,10/6/2023,
19618,B,M,M,60000,81100,11/11/2021,
19646,D,M,M,48000,80300,15/10/2020,
19650,B,S,F,48000,10470,19/11/2022,
19654,E,M,F,48000,75000,22/4/2020,
19657,C,M,F,60000,50450,12/3/2023,
19659,B,S,F,60000,42000,20/7/2022,
19663,B,M,M,60000,41250,2/1/2023,
19670,D,M,F,60000,75000,25/9/2021,
19689,B,M,F,72000,81100,10/3/2021,
19690,B,M,M,84000,11500,23/6/2023,
19721,B,S,F,60000,75000,5/8/2020,
19725,B,S,M,60000,10470,30/9/2021,
19740,D,M,M,84000,41400,23/6/2022,
19777,C,M,M,36000,51200,23/3/2023,
19783,D,W,F,36000,52000,5/8/2020,
19783,D,W,F,48000,42000,17/1/2021,
19784,C,M,M,48000,75000,3/12/2021,
19803,B,M,M,36000,76300,26/7/2022,
19804,C,M,M,100000,51200,17/4/2021,
19808,C,M,M,60000,50450,4/2/2020,
19811,D,M,F,120000,68100,24/6/2021,
19814,C,M,M,250000,52000,25/4/2022,
19817,C,M,F,36000,76300,26/2/2022,
19818,C,S,M,48000,11500,9/4/2020,
19820,B,S,M,120000,76300,8/11/2020,
19834,C,M,M,84000,41250,16/10/2020,
19843,B,M,M,120000,41200,4/8/2021,
19864,C,S,F,100000,50450,6/8/2020,
19896,C,M,M,50000,50450,14/4/2021,
19904,C,S,F,36000,41200,18/7/2020,
19915,C,S,M,50000,41200,2/8/2022,
19922,B,S,M,48000,52000,16/3/2022,
19928,C,M,F,500000,68100,14/3/2022,
19938,B,S,F,120000,41400,20/6/2020,
19960,E,M,M,100000,47400,26/10/2021,
19967,D,M,F,100000,41250,11/10/2022,
19975,D,S,M,120000,76300,27/4/2022,
20003,C,M,M,108000,51200,15/12/2021,
20007,B,S,M,36000,81100,12/3/2020,
20022,B,S,F,48000,52000,2/1/2021,
20028,B,S,F,50000,68100,30/8/2021,
20031,B,S,M,84000,80300,22/7/2022,
20038,B,S,M,60000,41250,22/4/2023,
20042,B,S,M,50000,41250,15/6/2022,
20043,C,M,F,60000,81100,4/9/2022,
20045,B,S,M,72000,81100,9/2/2022,
20053,B,S,M,60000,47400,25/8/2022,
20060,C,S,F,60000,47400,11/2/2021,
20066,B,S,M,120000,51200,16/7/2021,
20067,B,S,F,108000,50450,19/5/2020,
20070,B,M,M,500000,11500,30/6/2021,
20073,C,M,F,250000,11500,18/10/2021,
20076,B,M,F,50000,47400,28/9/2021,
20077,B,M,M,50000,50450,27/1/2020,
20096,B,S,M,84000,75000,19/4/2022,
20103,B,S,F,50000,80300,13/4/2020,
20109,D,S,M,500000,81100,18/12/2020,
20117,D,M,M,48000,42000,26/4/2021,
20120,B,S,M,50000,80300,16/6/2023,
20129,B,S,F,108000,81100,17/3/2023,
20143,C,M,M,48000,75000,22/8/2021,
20145,B,M,M,108000,81100,15/12/2022,
20146,B,S,M,36000,10470,19/2/2022,
20163,B,S,F,72000,81100,27/12/2021,
20171,C,M,M,84000,10470,17/7/2021,
20172,B,S,F,36000,76300,5/2/2021,
20176,B,S,F,48000,80300,22/1/2020,
20183,E,M,F,48000,41200,25/2/2022,
20189,D,M,M,100000,51200,13/9/2022,
20199,E,M,F,250000,42000,8/8/2021,
20203,D,M,M,250000,42000,22/7/2020,
20206,B,S,F,250000,41200,17/12/2020,
20210,C,M,M,84000,41400,28/1/2020,
20225,B,S,M,100000,42000,3/1/2023,
20226,D,M,M,100000,10470,10/3/2022,
20236,D,M,F,72000,76300,7/7/2021,
20238,D,M,M,50000,41400,27/7/2021,
20250,B,S,F,50000,76300,8/4/2022,
20254,C,M,M,72000,41200,19/9/2020,
20264,D,M,M,84000,42000,31/10/2021,
20272,C,M,F,108000,10470,22/6/2021,
20276,B,S,M,48000,75000,3/6/2022,
20281,D,M,M,500000,41400,15/4/2020,
20295,B,S,F,100000,51200,18/12/2021,
20314,B,S,F,100000,81100,16/11/2021,
20320,C,M,M,60000,68100,24/4/2023,
20324,E,M,F,48000,11500,31/10/2021,
20328,E,M,F,50000,75000,27/1/2022,
20333,B,S,M,50000,10470,1/4/2020,
20334,B,S,F,72000,41400,18/5/2021,
20336,D,M,F,500000,81100,13/12/2020,
20341,E,M,F,48000,41200,30/1/2022,
20362,C,M,F,120000,10470,26/9/2022,
20366,D,M,F,36000,52000,20/4/2022,
20375,D,M,F,500000,41400,6/8/2022,
20382,B,S,M,84000,80300,6/4/2022,
20423,B,S,F,60000,11500,13/11/2021,
20441,C,M,F,72000,10470,26/11/2021,
20447,C,S,F,120000,52000,25/7/2020,
20448,C,S,M,50000,80300,27/3/2022,
20455,B,S,M,60000,81100,22/4/2023,
20460,B,S,M,48000,41250,8/12/2022,
20476,B,S,F,50000,41400,16/10/2022,
20480,D,M,F,100000,41200,17/11/2022,
20484,B,M,M,48000,42000,7/2/2023,
20511,B,S,F,250000,10470,5/1/2022,
20515,C,S,F,108000,52000,16/4/2022,
20517,C,S,M,60000,11500,17/6/2020,
20531,E,M,M,60000,68100,10/5/2022,
